query_filename,query_path,query_expected_class,query_resnet_prediction,query_resnet_confidence,neighbor_rank,neighbor_path,neighbor_filename,neighbor_simplified_class,neighbor_fashion_mnist_class,neighbor_split,cosine_similarity
IMG_2646.PNG,data/real_world_images/raw/IMG_2646.PNG,trouser,outerwear,0.3965788185596466,2,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_2288645bbfe9.jpg,dress_princess_polly_dresses_2288645bbfe9.jpg,dress,Dress,train,0.6550407409667969
IMG_2646.PNG,data/real_world_images/raw/IMG_2646.PNG,trouser,outerwear,0.3965788185596466,3,data/retail_images/simplified6_raw_full/trouser/trouser_princess_polly_pants_54b6ce2667f7.jpg,trouser_princess_polly_pants_54b6ce2667f7.jpg,trouser,Trouser,val,0.6440396904945374
IMG_2646.PNG,data/real_world_images/raw/IMG_2646.PNG,trouser,outerwear,0.3965788185596466,4,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_71e11be3e3e1.jpg,dress_princess_polly_dresses_71e11be3e3e1.jpg,dress,Dress,val,0.6401953101158142
IMG_2646.PNG,data/real_world_images/raw/IMG_2646.PNG,trouser,outerwear,0.3965788185596466,5,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_cbe8bcc60c0d.jpg,dress_princess_polly_dresses_cbe8bcc60c0d.jpg,dress,Dress,train,0.6367353796958923
IMG_2647.PNG,data/real_world_images/raw/IMG_2647.PNG,top,top,0.7941815257072449,1,data/retail_images/simplified6_raw_full/top/pullover_anthropologie_sweaters_dc52bf4044df.jpg,pullover_anthropologie_sweaters_dc52bf4044df.jpg,top,Pullover,train,0.7814393043518066
IMG_2647.PNG,data/real_world_images/raw/IMG_2647.PNG,top,top,0.7941815257072449,2,data/retail_images/simplified6_raw_full/top/shirt_anthropologie_blouses_50133ce31eaf.jpg,shirt_anthropologie_blouses_50133ce31eaf.jpg,top,Shirt,val,0.7778650522232056
IMG_2647.PNG,data/real_world_images/raw/IMG_2647.PNG,top,top,0.7941815257072449,3,data/retail_images/simplified6_raw_full/top/shirt_princess_polly_shirts_blouses_b1f1e59cdda9.jpg,shirt_princess_polly_shirts_blouses_b1f1e59cdda9.jpg,top,Shirt,train,0.7703738212585449
IMG_2647.PNG,data/real_world_images/raw/IMG_2647.PNG,top,top,0.7941815257072449,4,data/retail_images/simplified6_raw_full/top/shirt_anthropologie_blouses_850b2bf4b764.jpg,shirt_anthropologie_blouses_850b2bf4b764.jpg,top,Shirt,train,0.7639917135238647
IMG_2647.PNG,data/real_world_images/raw/IMG_2647.PNG,top,top,0.7941815257072449,5,data/retail_images/simplified6_raw_full/top/shirt_anthropologie_blouses_5c64f839f0eb.jpg,shirt_anthropologie_blouses_5c64f839f0eb.jpg,top,Shirt,train,0.7623035907745361
IMG_2648.PNG,data/real_world_images/raw/IMG_2648.PNG,unidentified,top,0.8753706812858582,1,data/retail_images/simplified6_raw_full/top/shirt_princess_polly_shirts_blouses_1c38aff5c06a.jpg,shirt_princess_polly_shirts_blouses_1c38aff5c06a.jpg,top,Shirt,train,0.796127438545227
IMG_2648.PNG,data/real_world_images/raw/IMG_2648.PNG,unidentified,top,0.8753706812858582,2,data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_645d5f330caa.jpg,pullover_princess_polly_sweaters_645d5f330caa.jpg,top,Pullover,train,0.776305079460144
IMG_2648.PNG,data/real_world_images/raw/IMG_2648.PNG,unidentified,top,0.8753706812858582,3,data/retail_images/simplified6_raw_full/top/shirt_free_people_blouses_0927292eda82.jpg,shirt_free_people_blouses_0927292eda82.jpg,top,Shirt,train,0.7739877104759216
IMG_2648.PNG,data/real_world_images/raw/IMG_2648.PNG,unidentified,top,0.8753706812858582,4,data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_page_4_482bb4971a05.jpg,t_shirt_top_brandy_melville_tops_page_4_482bb4971a05.jpg,top,T-shirt/top,train,0.7716339826583862
IMG_2648.PNG,data/real_world_images/raw/IMG_2648.PNG,unidentified,top,0.8753706812858582,5,data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_852ad5878eb2.jpg,pullover_princess_polly_sweaters_852ad5878eb2.jpg,top,Pullover,train,0.7678741216659546
IMG_2649.PNG,data/real_world_images/raw/IMG_2649.PNG,trouser,trouser,0.482782244682312,1,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_57f83e80ef51.jpg,dress_princess_polly_dresses_57f83e80ef51.jpg,dress,Dress,train,0.7335166931152344
IMG_2649.PNG,data/real_world_images/raw/IMG_2649.PNG,trouser,trouser,0.482782244682312,2,data/retail_images/simplified6_raw_full/trouser/trouser_princess_polly_pants_dfae2bbfd1e6.jpg,trouser_princess_polly_pants_dfae2bbfd1e6.jpg,trouser,Trouser,train,0.7324697971343994
IMG_2649.PNG,data/real_world_images/raw/IMG_2649.PNG,trouser,trouser,0.482782244682312,3,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_2288645bbfe9.jpg,dress_princess_polly_dresses_2288645bbfe9.jpg,dress,Dress,train,0.7317376136779785
IMG_2649.PNG,data/real_world_images/raw/IMG_2649.PNG,trouser,trouser,0.482782244682312,4,data/retail_images/simplified6_raw_full/trouser/trouser_princess_polly_pants_d9d62b1e98ee.jpg,trouser_princess_polly_pants_d9d62b1e98ee.jpg,trouser,Trouser,train,0.7314423322677612
IMG_2649.PNG,data/real_world_images/raw/IMG_2649.PNG,trouser,trouser,0.482782244682312,5,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_71e11be3e3e1.jpg,dress_princess_polly_dresses_71e11be3e3e1.jpg,dress,Dress,val,0.7311884164810181
IMG_2650.jpg,data/real_world_images/raw/IMG_2650.jpg,footwear,footwear,0.6841838955879211,1,data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_3b610e0e8a78.jpg,ankle_boot_princess_polly_boots_3b610e0e8a78.jpg,footwear,Ankle boot,train,0.7870209217071533
IMG_2650.jpg,data/real_world_images/raw/IMG_2650.jpg,footwear,footwear,0.6841838955879211,2,data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_f1422dcdfefa.jpg,ankle_boot_princess_polly_boots_f1422dcdfefa.jpg,footwear,Ankle boot,val,0.7657148241996765
IMG_2650.jpg,data/real_world_images/raw/IMG_2650.jpg,footwear,footwear,0.6841838955879211,3,data/retail_images/simplified6_raw_full/footwear/sneaker_princess_polly_sneakers_228e1d60cb10.jpg,sneaker_princess_polly_sneakers_228e1d60cb10.jpg,footwear,Sneaker,train,0.7579375505447388
IMG_2650.jpg,data/real_world_images/raw/IMG_2650.jpg,footwear,footwear,0.6841838955879211,4,data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_115daddf3431.jpg,ankle_boot_princess_polly_boots_115daddf3431.jpg,footwear,Ankle boot,test,0.7459088563919067
IMG_2650.jpg,data/real_world_images/raw/IMG_2650.jpg,footwear,footwear,0.6841838955879211,5,data/retail_images/simplified6_raw_full/footwear/sandal_princess_polly_sandals_2c662fcd4314.jpg,sandal_princess_polly_sandals_2c662fcd4314.jpg,footwear,Sandal,train,0.722279965877533
IMG_4078.jpg,data/real_world_images/raw/IMG_4078.jpg,dress,top,0.5616496205329895,1,data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_page_4_482bb4971a05.jpg,t_shirt_top_brandy_melville_tops_page_4_482bb4971a05.jpg,top,T-shirt/top,train,0.7680168151855469
IMG_4078.jpg,data/real_world_images/raw/IMG_4078.jpg,dress,top,0.5616496205329895,2,data/retail_images/simplified6_raw_full/top/shirt_princess_polly_shirts_blouses_c3907a7840ec.jpg,shirt_princess_polly_shirts_blouses_c3907a7840ec.jpg,top,Shirt,train,0.7539232969284058
IMG_4078.jpg,data/real_world_images/raw/IMG_4078.jpg,dress,top,0.5616496205329895,3,data/retail_images/simplified6_raw_full/dress/dress_princess_polly_dresses_a088d7e0db79.jpg,dress_princess_polly_dresses_a088d7e0db79.jpg,dress,Dress,train,0.7514470219612122
IMG_4078.jpg,data/real_world_images/raw/IMG_4078.jpg,dress,top,0.5616496205329895,4,data/retail_images/simplified6_raw_full/top/pullover_anthropologie_sweaters_d824f9951201.jpg,pullover_anthropologie_sweaters_d824f9951201.jpg,top,Pullover,train,0.7415348887443542
IMG_4078.jpg,data/real_world_images/raw/IMG_4078.jpg,dress,top,0.5616496205329895,5,data/retail_images/simplified6_raw_full/top/shirt_princess_polly_shirts_blouses_b1f1e59cdda9.jpg,shirt_princess_polly_shirts_blouses_b1f1e59cdda9.jpg,top,Shirt,train,0.7414652109146118
