downloaded_at,source_name,source_url,fashion_mnist_class,image_url,filename,width,height,sha256,status,message
2026-04-22T13:49:35.847095+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,"https://www.urbanoutfitters.com/1,424,490,020,837,530",,,,,skipped,image_fetch_failed:HTTPError
2026-04-22T13:49:37.517810+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,"https://www.urbanoutfitters.com/Shop women’s tops at Urban Outfitters. Discover cute tops, shirts, & blouses for women in styles, perfect for everyday casual or going-out wear.",,,,,skipped,image_fetch_failed:HTTPError
2026-04-22T13:49:39.597246+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.264958+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.ctfassets.net/q602vtcuu3w3/5Kn3hosoikXHaQhOx4GikS/85a65a5048a108b332ae5aac4c44c009/SITE_LOGO_2025.svg,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265063+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b?$medium$&fit=constrain&fmt=webp&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265106+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b?$medium$&fit=constrain&fmt=webp&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265126+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265159+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b?$medium$&fit=constrain&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265188+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_b?$medium$&fit=constrain&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265218+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_237_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265246+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_010_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265274+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_020_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265302+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_069_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265333+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_102_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265390+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_b?$medium$&fit=constrain&fmt=webp&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265425+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_b?$medium$&fit=constrain&fmt=webp&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265440+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265470+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_b?$medium$&fit=constrain&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265517+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_b?$medium$&fit=constrain&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265548+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_020_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265578+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_263_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265607+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_266_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265659+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_616_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265691+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_613_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265724+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_236_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265755+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_009_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265784+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_b?$medium$&fit=constrain&fmt=webp&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265813+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_b?$medium$&fit=constrain&fmt=webp&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265829+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265857+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_b?$medium$&fit=constrain&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265888+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_b?$medium$&fit=constrain&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265918+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_040_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265947+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_010_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.265977+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_049_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266005+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_066_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266034+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_070_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266062+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_b?$medium$&fit=constrain&fmt=webp&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266091+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_b?$medium$&fit=constrain&fmt=webp&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266119+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266148+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_b?$medium$&fit=constrain&hei=1046&qlt=80&wid=698,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266177+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_b?$medium$&fit=constrain&hei=523&qlt=80&wid=349,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266206+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_001_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266234+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_010_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266399+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_072_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266439+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_066_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266476+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_040_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:40.266496+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104345723_030_s?fit=constrain&hei=56&qlt=75,,,,,skipped,robots_unavailable
2026-04-22T13:49:42.013326+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,http://instagram.com/urbanoutfitters,,,,,skipped,blocked_by_robots
2026-04-22T13:49:42.695073+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://www.facebook.com/urbanoutfitters,,,,,skipped,blocked_by_robots
2026-04-22T13:49:45.273644+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://www.tiktok.com/@urbanoutfitters,,,,,skipped,non_image_content_type:text/html; charset=utf-8
2026-04-22T13:49:49.245395+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,http://www.pinterest.com/urbanoutfitters/,,,,,skipped,non_image_content_type:text/html; charset=utf-8
2026-04-22T13:49:52.811944+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,http://www.youtube.com/user/uotv,,,,,skipped,non_image_content_type:text/html; charset=utf-8
2026-04-22T13:49:56.588295+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://play.spotify.com/user/urbanoutfitters,,,,,skipped,non_image_content_type:text/html; charset=utf-8
2026-04-22T13:49:57.592800+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/107540833_080_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592860+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106558364_010_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592882+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/107467003_270_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592902+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104760566_009_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592919+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96195722_010_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592955+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/102270691_011_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.592983+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/89374631_433_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593000+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104959424_050_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593017+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104854922_001_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593054+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106663735_050_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593074+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104735501_052_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593100+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100826585_237_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593125+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/103716718_040_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593145+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/107007502_072_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593161+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/101507341_066_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593178+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96651559_609_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593194+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100815091_237_b3?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593210+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/87910832_429_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593226+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100826585_018_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593262+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106864077_038_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593287+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/87910832_111_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593303+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/103716718_010_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593333+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104735501_066_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593350+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_613_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593366+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/102270691_613_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593388+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104541230_012_b3?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593404+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104343132_072_b3?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593420+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/104760566_031_b2?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593437+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/89374631_018_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593454+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/101507341_001_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593470+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/106834278_049_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593485+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/102270691_616_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593501+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/96451505_385_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593517+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/88383021_012_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593533+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/92094747_012_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593549+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/100256221_012_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593568+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/90573718_879_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
2026-04-22T13:49:57.593583+00:00,Urban Outfitters tops,https://www.urbanoutfitters.com/womens-tops,T-shirt/top,https://images.urbndata.com/is/image/UrbanOutfitters/105252969_435_b?$medium$&qlt=80&fit=constrain,,,,,skipped,robots_unavailable
