source_path,cropped_path,fashion_mnist_class,status,message,crop_method,left,top,right,bottom,source_sha256,crop_sha256
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_17c4dbab344d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_17c4dbab344d_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,2fd920f1c3e988e3cb5ca7c7546abfeb4d297ed0852179d005ca8841a4319506,b31e0e970fe67d989f9a10606d570f389a88187c83e4bbc951ab1c3ae52b1c33
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_1926bcf698ef.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_1926bcf698ef_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,ad3322ad661ad390100e5b2b59d7ff6bf4c5770fe5dc6f2bce60c0e5e21fdb3f,d9d492b59d6392adc50fcfdc835b96081472b524adec40ae1bd7d5e3e517d2d6
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_1bffb93d424b.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_1bffb93d424b_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,ccda84d5dcef9902864d3280e0b539b22fae9169fa556def80b60d7a41428a25,6375ab6af6a18a9356cf7e5565d95e0a25efa3a926928015c9317d9e693da842
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_1f9114b04f5d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_1f9114b04f5d_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,6a49b23b03aa1eb77ef1546eae9b61dc803b67ba75734c3ca02d8c8f26f00470,35fa446062adace3bb9fdcffb8c9102cb49ae657de4f7d12f91d3143933e8feb
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_2128a3da5612.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_2128a3da5612_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,af5e10c93f5cfcd3fe0812742b879bfc0f0b237f84e587fa07594df6e6d90d48,f2f407efaf0d2da7fe99d4c97c6684605011e4bed3920ab96e3a3b16fbda47b2
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_2902642fc5cf.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_2902642fc5cf_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,2ad1aae77c2fa6be2766e20aa28af6e4ef74fa1aedfe003dbbd1f2c7b6e2ee98,4f07f3326dfda1b1e10eefea7e87346ec550cdf7f471215babb4fa54370d40a7
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_2df46b6736d2.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_2df46b6736d2_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,d48814c72f8ce8fc65852a7c55f6c59706c5f5d9c925472013a864dfebeba7a5,3738d21c88112c3ca8020c5af37338e6347cc3fba7298e47338d1e80fd6ebc34
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_31f46c6d9e2d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_31f46c6d9e2d_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,295efd3f8304abb6668ec88f118a228f5b8f9d65a0898a5eb5944cfe6a1643ac,e793a0c59f23b3de7c1521e0ec9d96d3920b1da7ad53e962a97d433ac66fc09c
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_36b27d70f37c.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_36b27d70f37c_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,9e2f8465d48423e72c84f618b034f3c4553f8b8f34211edb890850aeecb6261c,754da0f17fafe1fe30d281ca790c66f2f0f8ebfdefe9b4e6c6e249f7322002ec
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_3d8afe4e68be.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_3d8afe4e68be_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,e5cc8adece21f9410245626515ee7fd5a21bea7d06aee3f42899cfbcdc56a454,bd66826b454708b6288d63e1f800e885bee69a9250a6cfdfdbbbfb0a84431d67
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_3e6105fc11a5.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_3e6105fc11a5_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,1ce31ca3d62b93b72c623ff54ec3b531b7c87032610f86e6f1536fc1930a622d,309a37ff9a4c987d9f4e164e80c27a41fbc194e6aacefddd5496f6750d09a200
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_3ff41db59c62.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_3ff41db59c62_crop.jpg,T-shirt/top,cropped,ok,foreground,26,244,1169,386,50fb6310b2bc1e1136c01c07056f843e8b9e3aeda50cb3b320470201e13e0cdf,aba702bc6fb989ff291a945de6930155fd58095356c1d3f257fa5260e18594bd
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_46f611a3a5a9.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_46f611a3a5a9_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,cb69630d4e5a3e8c421df7cd1d1a9d5c4eace3d4cd276db8f4dbf5ac0454440c,bc19806e359c825cb802b87a51e82f459d304ee430f05e138e5f8620f1566941
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_482bb4971a05.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_482bb4971a05_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,597dea9c0bb9b659056e1d4fafd80a095020198a537160398ae3ec845b4abe39,4ec4a5d0df4dc0324d3b7265ade710efdb0b8cf0ad329989555671b8303c59a0
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_496a04d4779c.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_496a04d4779c_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,030ef3ed43e5501f3f23ac5c8fa3b66ab31ec945b710d19f60bb48c408cbbaca,94b79c14eef8ac44c6a9334e3a79df0f1fbbca308110a675e21b6488e20e78f0
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_49b7d1b6b021.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_49b7d1b6b021_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,d9bdd569cc3b46ed6c97127d40f559c2145e938e3cebe352d3f09a8ae85a720c,38ddce2162950e3bab48585dc1377c4865f64fc86f478dd028ae4a1235cb6413
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_49b800a8ac33.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_49b800a8ac33_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,6f4dabaf170097ddd8e8487e27be0d305bbb43c6ab872ddbcceb07aa5cc84f3d,98f81facee4f3ce7fc09bd93df7d9c5787fff81333186a500f42f9c28d7d2580
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_4fdf81322eaa.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_4fdf81322eaa_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,1f47f01d6c7bde0d1ba0733532a7c095e0eb698cdf52893cf6f4c66074f61fd1,c2649790a2601d7074de9e49d8c4ce8b41be5f808d10c1487785688861eddef9
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_50d2e51ae671.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_50d2e51ae671_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,f2bc3c15a4f855c8f90e658be46b7db15c8ef5582f9830cd746ddc52d63e47c1,6d43bc38cac308a41032273ddcc3121fde3198d08a1be51cc414f18425f8018e
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_532c3d3cdb71.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_532c3d3cdb71_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,f2fc7e87bb290a66a36f3ae52bb55ab997c0f978f8484d2521c24755552f69df,1227a1db2fa825581356c37a7c761fc2b2a43ce8f5ec8c60709f1eea9a9f0341
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_53a456d2c632.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_53a456d2c632_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,167798c8c2260fea162155114875e08ab55444d2b1cba56cf21eb930115ef694,5f36ba056e2eea923853b12f0872bc5314f4576f0cf1d27d5c7d06a0fe2c6472
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_580c7bd0b280.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_580c7bd0b280_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,430,437,f389c760da173766c59e56786b5a9ee1a2dc7f650b217307a583e8483758ef48,d5b91e7bcef1ed3f216ce90613741c47e9f834f680a7526a7c89196089c51a81
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_593d38a57918.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_593d38a57918_crop.jpg,T-shirt/top,cropped,ok,foreground,26,244,1169,386,50fb6310b2bc1e1136c01c07056f843e8b9e3aeda50cb3b320470201e13e0cdf,aba702bc6fb989ff291a945de6930155fd58095356c1d3f257fa5260e18594bd
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_5b2aae6624ba.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_5b2aae6624ba_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,1486273a64ef8606729468eec53a67f94d8c5a681892e6b2fb368cb809268284,627e055c1287e1467b3f083b0c602212933071f5c2e0bef25dff764d6de5285a
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_5f5de885e34a.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_5f5de885e34a_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,1218b45025cc07d157d7621bf6f7e75ef68c149de75afbbe0e94552c8cf051cf,cab95464a1cc31d8b4a62ae546eb536e628224c63f1f338f41883ea732fadad5
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_65081fb9ad2f.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_65081fb9ad2f_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,d0ffa6f1cd0a126293267fbf2a76be94505a5006ac0fd611b06360522a4a872c,f925e654e82fed826fd41ec60dca1f186945827041b668eede29c05f38537ae9
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_6ccd83a92420.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_6ccd83a92420_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,e5273290e94fd3a396823adc7b91a0fab6da653feb0da4948ceb2cd9ed4133bc,9e188cbe3a4ff903118195432f8cd780317aebae6379b095867c878d8ff26b39
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_6e53f7edff5e.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_6e53f7edff5e_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,1034b9aef2a7153c90a0b1abdeef85654d9245fc2d12fb4ad6551dcd63a6b3b9,5830be80076d9c346246c391f7926d8ceffd6ddbe815dc0d5282001f918dab59
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_6ee344ced5f2.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_6ee344ced5f2_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,9caceb78218d895842769e504bf38a8350b9318fb7edf277df3340eb0ad538cf,5515cb1255e2c5f9f064f22f197ed4406b14351846dc9e49fc8895c623d072ac
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_703501a2ce61.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_703501a2ce61_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,9802fcc1d64ed308e120782fa0a0ec87b9747daee2b270368574a17d7de6d96e,cbfb57698caa213f99e766a680f06d4cd2f7c2ed8fd5e198e30211c30e1f85ea
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_703524a05112.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_703524a05112_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,31e2b7ab3ffc72c9c439e05b63c8f0ec946d0ca5b1b110df8a74b7741d022130,166dbff27a5b8cbc36f96016a8a829c956624c609bdba7bb452bc155d894e598
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_71b185967c23.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_71b185967c23_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,8fe846bb4c0b92e489fd761c35c51cd2085f5b3b654e9cafb6d3b3793a85831d,2ceae2d79f5c1b4501eab8b49c41898b9ffcb7228a4af7cfbc248e1c2e6a54be
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_725dd10599fe.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_725dd10599fe_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,bd00df6c38085e9c1fab9a28a46c4ed04c6563324774e919fe55ca31f8b993b5,20bcf63015fabff9c6a500ed04550c27d6418682df51a10501e6f7cf035c0249
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_750e24641e84.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_750e24641e84_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,08081d3053bc300e29b0f541604b693af724b314ccb85f4cd55d129ad6003172,0cfe60a943abe4008fe35ec506714f68be28c1d56aa2cfbf7f04a074fce534a2
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_83fea7ea8895.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_83fea7ea8895_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,53566738117ab62a3ec1afe3ac2ec9f6d67912d44fe1d6f3350388a6b649c7b2,2eb59f960cc9f40db3c7a4fefd7812d228899de1707d19aba191afaed31d68a4
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_8c2b4aead1f4.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_8c2b4aead1f4_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,c17f5fd2abe8f163f6a42cedafa11cae75079216eb6a3c991b3d82224d7af91e,1580534c6e7ead3039a4116299d1eedd3da54e30f266e3c597ee7694f78d1509
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_8c4c0d9efec4.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_8c4c0d9efec4_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,bcba5ee2d6fa33714f61a82659455e7de2394ef6f0332c447625bd8a535ce9d0,9a168b21ebfce0c120a420b0c8e41bd6a1fdd442aba8a79a2f8519659e106325
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_90d9bbeb5a29.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_90d9bbeb5a29_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,165,248,62a6cd79e14f56ecf995a5550fbe33b614ac53ebb32b32617a70a2e4ef28c6ea,1086dd91d346b343ad008fc7021231d52fac1bd898e25181732508db754d0b77
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_961c71b927e2.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_961c71b927e2_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,5f4ada35501b9c9972227d1d9115eb30d6c8a9cf51906a7f05299eea321060ae,50a7e4fe3a93d60a5c7ff1a2c0fa80995cb4c703b40027f3a67b77044cd1e006
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_9d98b57b6113.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_9d98b57b6113_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,360,540,615d6fcc767cec71a53947af26a80d2b9d2d06e21b5caccb18a2aae87a73e815,abbbb9163eeb5574e00266776402a02bd96fb3a508734f249c6f3541a3a536fd
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_9dc56cbac77a.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_9dc56cbac77a_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,b514ed3aa511ae8d9ba04e72a0562cf12ae92a81ca5cd21671b102873dc42675,66a125c84d7c444a3305004eea9242a1f46e35f95c7b28522800874178def1ef
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_9f58dfec0518.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/cropped/t_shirt_top/brandy_melville_tops_page_4_9f58dfec0518_crop.jpg,T-shirt/top,cropped,ok,foreground,0,0,533,800,e85ff1f855c8126b30c2ed40b15d95d6e0e50d2b90cbe6b8e8827a48332512f0,720e5c694ec2d8fb7e98dd62f2ef0153ec9733953d84a7ea2a6d75765f23bcc8
