curated_at,index,filename,from_path,to_path,reason
2026-04-22T16:40:03.336425+00:00,18,anthropologie_sweaters_467b2bc6f54a.webp,data/retail_images/raw/pullover/anthropologie_sweaters_467b2bc6f54a.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_467b2bc6f54a.webp,duplicate short-sleeve green top
2026-04-22T16:40:03.336425+00:00,20,anthropologie_sweaters_49ee4e7f79b6.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_49ee4e7f79b6.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_49ee4e7f79b6.jpg,"short-sleeve cardigan/vest, not pullover"
2026-04-22T16:40:03.336425+00:00,21,anthropologie_sweaters_4dc9834ddda0.webp,data/retail_images/raw/pullover/anthropologie_sweaters_4dc9834ddda0.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_4dc9834ddda0.webp,duplicate short-sleeve green top
2026-04-22T16:40:03.336425+00:00,22,anthropologie_sweaters_5178d77743eb.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_5178d77743eb.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_5178d77743eb.jpg,"short-sleeve floral top, not pullover"
2026-04-22T16:40:03.336425+00:00,23,anthropologie_sweaters_583897ef9306.webp,data/retail_images/raw/pullover/anthropologie_sweaters_583897ef9306.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_583897ef9306.webp,duplicate short-sleeve T-shirt/top
2026-04-22T16:40:03.336425+00:00,24,anthropologie_sweaters_5878aef554fb.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_5878aef554fb.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_5878aef554fb.jpg,duplicate short-sleeve pink top
2026-04-22T16:40:03.336425+00:00,25,anthropologie_sweaters_58f5a6a7edcf.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_58f5a6a7edcf.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_58f5a6a7edcf.jpg,"short-sleeve blouse/shirt, not pullover"
2026-04-22T16:40:03.336425+00:00,26,anthropologie_sweaters_5d8d66242d3c.webp,data/retail_images/raw/pullover/anthropologie_sweaters_5d8d66242d3c.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_5d8d66242d3c.webp,duplicate short-sleeve pink top
2026-04-22T16:40:03.336425+00:00,28,anthropologie_sweaters_612451ed9e0f.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_612451ed9e0f.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_612451ed9e0f.jpg,sleeveless/short-sleeve blouse-like top
2026-04-22T16:40:03.336425+00:00,29,anthropologie_sweaters_6526d400d84a.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_6526d400d84a.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_6526d400d84a.jpg,"sleeveless tank top, not pullover"
2026-04-22T16:40:03.336425+00:00,32,anthropologie_sweaters_6e0dcca7d38c.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_6e0dcca7d38c.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_6e0dcca7d38c.jpg,"sleeveless top, not pullover"
2026-04-22T16:40:03.336425+00:00,33,anthropologie_sweaters_70d186692cf4.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_70d186692cf4.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_70d186692cf4.jpg,"sleeveless knit tank, not pullover"
2026-04-22T16:40:03.336425+00:00,34,anthropologie_sweaters_70f045eaece6.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_70f045eaece6.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_70f045eaece6.jpg,duplicate short-sleeve pink top
2026-04-22T16:40:03.336425+00:00,36,anthropologie_sweaters_80043da7b06e.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_80043da7b06e.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_80043da7b06e.jpg,"short-sleeve sweater top, closer to T-shirt/top"
2026-04-22T16:40:03.336425+00:00,37,anthropologie_sweaters_88edbe3a2f17.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_88edbe3a2f17.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_88edbe3a2f17.jpg,"retail promo graphic, not garment image"
2026-04-22T16:40:03.336425+00:00,38,anthropologie_sweaters_8925023da0ef.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_8925023da0ef.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_8925023da0ef.jpg,duplicate short-sleeve T-shirt/top
2026-04-22T16:40:03.336425+00:00,40,anthropologie_sweaters_8c28043d088b.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_8c28043d088b.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_8c28043d088b.jpg,"thin blouse/top, not pullover"
2026-04-22T16:40:03.336425+00:00,41,anthropologie_sweaters_8fd5eb80c0f6.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_8fd5eb80c0f6.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_8fd5eb80c0f6.jpg,duplicate short-sleeve T-shirt/top
2026-04-22T16:40:03.336425+00:00,44,anthropologie_sweaters_9c56149cec28.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_9c56149cec28.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_9c56149cec28.jpg,"short-sleeve graphic top, not pullover"
2026-04-22T16:40:03.336425+00:00,45,anthropologie_sweaters_a60457e833c3.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_a60457e833c3.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_a60457e833c3.jpg,"short-sleeve sweater top, closer to T-shirt/top"
2026-04-22T16:40:03.336425+00:00,49,anthropologie_sweaters_bd9a378d21a1.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_bd9a378d21a1.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_bd9a378d21a1.jpg,"sleeveless vest, not pullover"
2026-04-22T16:40:03.336425+00:00,51,anthropologie_sweaters_c21555a1584a.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_c21555a1584a.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_c21555a1584a.jpg,"short-sleeve sweater top, closer to T-shirt/top"
2026-04-22T16:40:03.336425+00:00,57,anthropologie_sweaters_e53b2b607cae.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_e53b2b607cae.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_e53b2b607cae.jpg,duplicate short-sleeve green top
2026-04-22T16:40:03.336425+00:00,58,anthropologie_sweaters_e9a49bfbcc54.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_e9a49bfbcc54.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_e9a49bfbcc54.jpg,duplicate short-sleeve T-shirt/top
2026-04-22T16:40:03.336425+00:00,60,anthropologie_sweaters_f59f18e65bc9.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_f59f18e65bc9.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_f59f18e65bc9.jpg,"short-sleeve blouse, not pullover"
2026-04-22T16:40:03.336425+00:00,61,anthropologie_sweaters_f9b2b6e3028b.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_f9b2b6e3028b.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_f9b2b6e3028b.jpg,non-garment/panoramic artifact
2026-04-22T16:40:03.336425+00:00,62,anthropologie_sweaters_fa95c7a91ffe.webp,data/retail_images/raw/pullover/anthropologie_sweaters_fa95c7a91ffe.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_fa95c7a91ffe.webp,non-garment/panoramic artifact
2026-04-22T16:40:03.336425+00:00,63,anthropologie_sweaters_fd7ec77e1d53.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_fd7ec77e1d53.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_fd7ec77e1d53.jpg,"sleeveless tank top, not pullover"
2026-04-22T16:40:03.336425+00:00,64,anthropologie_sweaters_fe7029a62dfa.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_fe7029a62dfa.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_fe7029a62dfa.jpg,duplicate short-sleeve pink top
2026-04-22T16:40:03.336425+00:00,65,anthropologie_sweaters_fef4265c7f98.webp,data/retail_images/raw/pullover/anthropologie_sweaters_fef4265c7f98.webp,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_fef4265c7f98.webp,"retail promo graphic, not garment image"
2026-04-22T16:40:03.336425+00:00,70,princess_polly_sweaters_2da4f4308dcc.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_2da4f4308dcc.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_2da4f4308dcc.jpg,"sheer crop top, not pullover"
2026-04-22T16:40:03.336425+00:00,71,princess_polly_sweaters_34a2c806aa93.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_34a2c806aa93.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_34a2c806aa93.jpg,"dress/coverup, not pullover"
2026-04-22T16:40:03.336425+00:00,73,princess_polly_sweaters_3768609770a1.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_3768609770a1.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_3768609770a1.jpg,"off-shoulder crop cardigan/top, not pullover"
2026-04-22T16:40:03.336425+00:00,74,princess_polly_sweaters_3c5dfd67414c.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_3c5dfd67414c.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_3c5dfd67414c.jpg,"sleeveless/one-shoulder knit top, not pullover"
2026-04-22T16:40:03.336425+00:00,94,princess_polly_sweaters_ab104de7cadd.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_ab104de7cadd.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_ab104de7cadd.jpg,"open crop cardigan over bra top, not pullover"
2026-04-22T16:40:03.336425+00:00,95,princess_polly_sweaters_ad1833429be1.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_ad1833429be1.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_ad1833429be1.jpg,"open cardigan over tank, not pullover"
2026-04-22T16:40:03.336425+00:00,97,princess_polly_sweaters_b43f9b93fa1d.jpg,data/retail_images/raw/pullover/princess_polly_sweaters_b43f9b93fa1d.jpg,data/retail_images/rejected/pullover/raw/princess_polly_sweaters_b43f9b93fa1d.jpg,"outerwear coat/jacket, not pullover"
2026-04-22T16:40:03.336425+00:00,114,reformation_sweaters_08c0a8a8de05.jpg,data/retail_images/raw/pullover/reformation_sweaters_08c0a8a8de05.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_08c0a8a8de05.jpg,"striped dress, not pullover"
2026-04-22T16:40:03.336425+00:00,118,reformation_sweaters_184e2dfa3f83.jpg,data/retail_images/raw/pullover/reformation_sweaters_184e2dfa3f83.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_184e2dfa3f83.jpg,"striped dress, not pullover"
2026-04-22T16:40:03.336425+00:00,119,reformation_sweaters_18e5b70ef224.jpg,data/retail_images/raw/pullover/reformation_sweaters_18e5b70ef224.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_18e5b70ef224.jpg,"sleeveless tank/short set, not pullover"
2026-04-22T16:40:03.336425+00:00,120,reformation_sweaters_19dc3b3ccad0.jpg,data/retail_images/raw/pullover/reformation_sweaters_19dc3b3ccad0.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_19dc3b3ccad0.jpg,"short-sleeve polo top, not pullover"
2026-04-22T16:40:03.336425+00:00,122,reformation_sweaters_279c25fbf6cb.jpg,data/retail_images/raw/pullover/reformation_sweaters_279c25fbf6cb.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_279c25fbf6cb.jpg,"button shirt/blouse, not pullover"
2026-04-22T16:40:03.336425+00:00,123,reformation_sweaters_30394e88cf4a.jpg,data/retail_images/raw/pullover/reformation_sweaters_30394e88cf4a.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_30394e88cf4a.jpg,"button shirt/blouse, not pullover"
2026-04-22T16:40:03.336425+00:00,127,reformation_sweaters_452fd4a302eb.jpg,data/retail_images/raw/pullover/reformation_sweaters_452fd4a302eb.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_452fd4a302eb.jpg,"short-sleeve top/back view, not pullover"
2026-04-22T16:40:03.336425+00:00,129,reformation_sweaters_46c02ac14592.jpg,data/retail_images/raw/pullover/reformation_sweaters_46c02ac14592.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_46c02ac14592.jpg,"short-sleeve polo top, not pullover"
2026-04-22T16:40:03.336425+00:00,131,reformation_sweaters_4d0888e41708.jpg,data/retail_images/raw/pullover/reformation_sweaters_4d0888e41708.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_4d0888e41708.jpg,"short-sleeve top, not pullover"
2026-04-22T16:40:03.336425+00:00,133,reformation_sweaters_5765536e1e3d.jpg,data/retail_images/raw/pullover/reformation_sweaters_5765536e1e3d.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_5765536e1e3d.jpg,"short-sleeve top, not pullover"
2026-04-22T16:40:03.336425+00:00,134,reformation_sweaters_58e36543593e.jpg,data/retail_images/raw/pullover/reformation_sweaters_58e36543593e.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_58e36543593e.jpg,"sleeveless striped tank, not pullover"
2026-04-22T16:40:03.336425+00:00,138,reformation_sweaters_6463fcc88d86.jpg,data/retail_images/raw/pullover/reformation_sweaters_6463fcc88d86.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_6463fcc88d86.jpg,"sleeveless knit top, not pullover"
2026-04-22T16:40:03.336425+00:00,139,reformation_sweaters_6a578b41b967.jpg,data/retail_images/raw/pullover/reformation_sweaters_6a578b41b967.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_6a578b41b967.jpg,"sleeveless tank top, not pullover"
2026-04-22T16:40:03.336425+00:00,143,reformation_sweaters_829e7a710a23.jpg,data/retail_images/raw/pullover/reformation_sweaters_829e7a710a23.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_829e7a710a23.jpg,"button shirt/blouse, not pullover"
2026-04-22T16:40:03.336425+00:00,145,reformation_sweaters_85b8cfaead95.jpg,data/retail_images/raw/pullover/reformation_sweaters_85b8cfaead95.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_85b8cfaead95.jpg,"short-sleeve polo top, not pullover"
2026-04-22T16:40:03.336425+00:00,146,reformation_sweaters_871e149b8a3c.jpg,data/retail_images/raw/pullover/reformation_sweaters_871e149b8a3c.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_871e149b8a3c.jpg,"short-sleeve striped top, not pullover"
2026-04-22T16:40:03.336425+00:00,148,reformation_sweaters_944973d48bd7.jpg,data/retail_images/raw/pullover/reformation_sweaters_944973d48bd7.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_944973d48bd7.jpg,"short-sleeve striped top/back view, not pullover"
2026-04-22T16:40:03.336425+00:00,150,reformation_sweaters_958e15178feb.jpg,data/retail_images/raw/pullover/reformation_sweaters_958e15178feb.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_958e15178feb.jpg,"short-sleeve knit top, closer to T-shirt/top"
2026-04-22T16:40:03.336425+00:00,154,reformation_sweaters_a8c2e4c770d3.jpg,data/retail_images/raw/pullover/reformation_sweaters_a8c2e4c770d3.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_a8c2e4c770d3.jpg,"shorts/shirt crop artifact, not pullover image"
2026-04-22T16:40:03.336425+00:00,156,reformation_sweaters_b361d7dcb9c1.jpg,data/retail_images/raw/pullover/reformation_sweaters_b361d7dcb9c1.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_b361d7dcb9c1.jpg,"short-sleeve striped top, not pullover"
2026-04-22T16:40:03.336425+00:00,162,reformation_sweaters_d238ea4b7960.jpg,data/retail_images/raw/pullover/reformation_sweaters_d238ea4b7960.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_d238ea4b7960.jpg,"short-sleeve striped top, not pullover"
2026-04-22T16:40:03.336425+00:00,165,reformation_sweaters_f0d038321527.jpg,data/retail_images/raw/pullover/reformation_sweaters_f0d038321527.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_f0d038321527.jpg,"striped dress, not pullover"
2026-04-22T16:47:38.662559+00:00,23,anthropologie_sweaters_8b00290e7d31.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_8b00290e7d31.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_8b00290e7d31.jpg,"black sleeveless tank top, not pullover"
2026-04-22T16:47:38.662559+00:00,46,anthropologie_sweaters_ee0e2726b910.jpg,data/retail_images/raw/pullover/anthropologie_sweaters_ee0e2726b910.jpg,data/retail_images/rejected/pullover/raw/anthropologie_sweaters_ee0e2726b910.jpg,"sleeveless green knit tank/top, not pullover"
2026-04-22T16:47:38.662559+00:00,111,reformation_sweaters_5ad1ed7ee89b.jpg,data/retail_images/raw/pullover/reformation_sweaters_5ad1ed7ee89b.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_5ad1ed7ee89b.jpg,"cropped lower-body/shorts artifact, not pullover image"
2026-04-22T16:47:38.662559+00:00,124,reformation_sweaters_87222e6b3086.jpg,data/retail_images/raw/pullover/reformation_sweaters_87222e6b3086.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_87222e6b3086.jpg,"bikini/open cover-up image, not pullover"
2026-04-22T16:47:38.662559+00:00,139,reformation_sweaters_c6fb6dc73c1c.jpg,data/retail_images/raw/pullover/reformation_sweaters_c6fb6dc73c1c.jpg,data/retail_images/rejected/pullover/raw/reformation_sweaters_c6fb6dc73c1c.jpg,"bikini/open cover-up image, not pullover"
