path,source_path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,segmentation_status,mask_area_ratio,is_duplicate,usable,input_policy,split
data/retail_images/raw/ankle_boot/anthropologie_boot_shop_705b67b72941.jpg,data/retail_images/raw/ankle_boot/anthropologie_boot_shop_705b67b72941.jpg,Ankle boot,698,1046,RGB,7462304b5cd272e6bc1908cf6ed10500c8bcef7bd773e4f7c91d5688f269e7fc,True,ok,not_used,0.0,False,True,raw_full_footwear,train
data/retail_images/raw/ankle_boot/anthropologie_boot_shop_3cd2fb17201f.jpg,data/retail_images/raw/ankle_boot/anthropologie_boot_shop_3cd2fb17201f.jpg,Ankle boot,349,523,RGB,53eb5790b8150e7c4d36468121b632518abb1565b6afd4dcec22d5bf2ff9414c,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/reformation_dresses_ee3aa0096e0d_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/reformation_dresses_ee3aa0096e0d.jpg,Dress,223,490,RGB,d34e4fb9d727dbf6db15e71fda4bdeb56e50214b6b67ab64242405bd82c59122,True,ok,segmented,0.0945104166666666,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/anthropologie_sweaters_6bb0210697f0_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/anthropologie_sweaters_6bb0210697f0.jpg,Pullover,288,441,RGB,328ada60ae6c7e12a871231e5fd9a98c0ccfa96639e3e74f32a38b264803a308,True,ok,segmented,0.3137563209826491,False,True,segmented_crop,train
data/retail_images/raw/sandal/urban_outfitters_sandals_3ccb7d3e1bca.jpg,data/retail_images/raw/sandal/urban_outfitters_sandals_3ccb7d3e1bca.jpg,Sandal,450,675,RGB,bc0039a5e7bba4c2a2880b94062d614f1aefc2d3e58b42a9be9319ec20bc19ed,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/bag/anthropologie_bags_671646b20770_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_671646b20770.jpg,Bag,273,502,RGB,9ef66248f046a5786b79c02345f4a9a7f73eb44e390e35fe46eba84788859d21,True,ok,segmented,0.2554964471009768,False,True,segmented_crop,train
data/retail_images/raw/sandal/princess_polly_sandals_6aff9f2b1749.jpg,data/retail_images/raw/sandal/princess_polly_sandals_6aff9f2b1749.jpg,Sandal,1345,1820,RGB,1bc0148ebc7b6b1afdd9849018d36ccf63b1b76534607f110b31a50c58d7181a,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/reformation_sweaters_c8bd53c996ec_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/reformation_sweaters_c8bd53c996ec.jpg,Pullover,358,565,RGB,5f3a09552cf84f549ecfbef61df70a040875ebe905f096dd2f2aad1ad6e2e608,True,ok,segmented,0.1988270833333333,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/bag/anthropologie_bags_bb0d1ea5f4c6_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_bb0d1ea5f4c6.jpg,Bag,349,449,RGB,a46848ca5c7c361faf8d863bfe46251eb33bca1848da12c0e77a170c55b7cbb4,True,ok,segmented,0.326307888695919,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_page_4_0b27ff4344e8_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_0b27ff4344e8.jpg,T-shirt/top,331,450,RGB,175e78ba9a46da3fecfe37436a670fb1090888fbc2a129ef2bb2e99b9eb9796c,True,ok,segmented,0.15187382739212,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/bag/princess_polly_bags_1f86454b5f40_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/princess_polly_bags_1f86454b5f40.jpg,Bag,999,1109,RGB,da401928a6da33569207fa68d7e86f8cc51688d356c1dc6149b74d0424fa910a,True,ok,segmented,0.1302238683935112,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/anthropologie_blouses_5256e9fe4b48_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/anthropologie_blouses_5256e9fe4b48.jpg,Shirt,349,470,RGB,dc2e191e75ad6ad0c96369f429a0eab17111ce91fd2ff4c2fa3c72e6fc8703ba,True,ok,segmented,0.5652150092862974,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/coat/reformation_outerwear_725f60d2e991_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_725f60d2e991.jpg,Coat,406,624,RGB,06c535f14d0b0f3332238bef34f592a3ff54bbdc070ca3bbf9acca7fced2f16f,True,ok,segmented,0.2754979166666667,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_a177b711ef98_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_a177b711ef98.jpg,T-shirt/top,608,951,RGB,82a6b69f49a975aaad821991e9a7f7781b89bbf7b260871c8a73acb8b4226a1c,True,ok,segmented,0.218408,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/anthropologie_sweaters_38de34b008c2_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/anthropologie_sweaters_38de34b008c2.jpg,Pullover,336,422,RGB,b476c5ed06bcd64c6ab6dde92c58f16eb893690ca293e593078a232863746135,True,ok,segmented,0.3497564743846116,False,True,segmented_crop,train
data/retail_images/raw/sneaker/anthropologie_sneakers_8ae864b1ef27.jpg,data/retail_images/raw/sneaker/anthropologie_sneakers_8ae864b1ef27.jpg,Sneaker,349,523,RGB,6704141b0991c446138c170e1393783a5cbda9460dd763adf12867a378591a0f,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_page_4_83fea7ea8895_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_83fea7ea8895.jpg,T-shirt/top,161,195,RGB,d9cf4a7ec35573cf5fa61de29302701ffcf236c97d510cb1fdc6b12ef4bed835,True,ok,segmented,0.3478983382209188,False,True,segmented_crop,train
data/retail_images/raw/sandal/urban_outfitters_sandals_dc7655b95a83.jpg,data/retail_images/raw/sandal/urban_outfitters_sandals_dc7655b95a83.jpg,Sandal,349,523,RGB,cf4fca65229cf8d080527473c739161819d26c9428aa6fee25d29fbf110f908f,True,ok,not_used,0.0,False,True,raw_full_footwear,train
data/retail_images/raw/sneaker/anthropologie_sneakers_2a16db614ea0.jpg,data/retail_images/raw/sneaker/anthropologie_sneakers_2a16db614ea0.jpg,Sneaker,349,523,RGB,925f1ac83294211f580fe08587f3c7dc5265440d64c8bdec5a8140ec18119caf,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_20d20ac200f5_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_20d20ac200f5.jpg,Trouser,1318,876,RGB,3880b855684aef42bbcc12dc3b4cca386f492453fe9b3ae9b9166db09caca3fa,True,ok,segmented,0.159491400792516,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_4c39b9983ea6_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_4c39b9983ea6.jpg,Trouser,361,1156,RGB,8597806a0feff22eab41654fb371be30418a62d84f7f8546122938a5a037949c,True,ok,segmented,0.0958723804076964,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/anthropologie_sweaters_c16e577beea4_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/anthropologie_sweaters_c16e577beea4.jpg,Pullover,235,270,RGB,083fb7f6b37a6e712c682fe43812bb7a06a1f0a8ddf92b3c5892e42f15dab7b8,True,ok,segmented,0.183397524749763,False,True,segmented_crop,train
data/retail_images/raw/sneaker/anthropologie_sneakers_adf73f10feba.jpg,data/retail_images/raw/sneaker/anthropologie_sneakers_adf73f10feba.jpg,Sneaker,349,523,RGB,d0d5a5ce9a4ca7a8bcaab13dab9c1657a5b40f3677302fc0e659421458f8e86e,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/princess_polly_dresses_6d79938a812a_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_6d79938a812a.jpg,Dress,745,1506,RGB,374eab98092ce3fdf3dc65f22ce12fa1c5dd64e784d8c973f5a2f31ffe4697fb,True,ok,segmented,0.2321768076389434,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/bag/anthropologie_bags_21434693831f_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_21434693831f.webp,Bag,302,408,RGB,04ca1200b294ee3de34a4548f2b1ed9ff6f92208bc167d8c6d2bfcc63a1e6463,True,ok,segmented,0.068818585743479,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_page_4_5b2aae6624ba_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_5b2aae6624ba.jpg,T-shirt/top,221,276,RGB,d05b5ebbf67f55a2462611dcee8d5d8d1abfee8b377458280f6fa029d3f19010,True,ok,segmented,0.1567232510288065,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/reformation_sweaters_074426fd9698_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/reformation_sweaters_074426fd9698.jpg,Pullover,258,363,RGB,1ebd3215e2106989283fd9977d0fa10713e279ecf76db82247923659594157f0,True,ok,segmented,0.0858291666666666,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/brandy_melville_pants_5329dba38eba_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/brandy_melville_pants_5329dba38eba.jpg,Trouser,187,352,RGB,5a3284a9da2c15b38fe8f6a9f794b0a762d9e78260bf56ec1a6097ab3e78b8a7,True,ok,segmented,0.1377674897119341,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/reformation_dresses_091796faa073_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/reformation_dresses_091796faa073.jpg,Dress,174,621,RGB,d356975963885c616ce89ed2fbd3ef3a0ac88c6252a1074ceadca20bf5dfe129,True,ok,segmented,0.1294791666666666,False,True,segmented_crop,train
data/retail_images/raw/ankle_boot/anthropologie_boot_shop_a5d6db3595d5.jpg,data/retail_images/raw/ankle_boot/anthropologie_boot_shop_a5d6db3595d5.jpg,Ankle boot,349,523,RGB,d9ede883eb93f7d72aa17029a1d2d54941e0a0b9238d1f096065d79f0f8f2d31,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/anthropologie_sweaters_aa5719ae0674_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/anthropologie_sweaters_aa5719ae0674.jpg,Pullover,342,389,RGB,215718713d308928bafc744dabc34b1d034b7b74080403c30ba4ab17c6972481,True,ok,segmented,0.3231850630317706,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_19bfb74d8c9b_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_19bfb74d8c9b.jpg,Trouser,624,1256,RGB,e58e52b0eafa0b52125adb74db917835ff4d3791249ff8bddce02f4e8a523efd,True,ok,segmented,0.1824535583464155,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/reformation_sweaters_6db11aecd2b2_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/reformation_sweaters_6db11aecd2b2.jpg,Pullover,600,650,RGB,3fe29028442532d6b59b8e712396c7a9757f6f6ef02c0098eafc4df1106f4b95,True,ok,segmented,0.42978125,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/reformation_dresses_726b0f232199_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/reformation_dresses_726b0f232199.jpg,Dress,272,700,RGB,92484bf91182d740487d11f31cff5434326b12fe2dbb1d9d95da5a0293458ada,True,ok,segmented,0.22311875,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/reformation_sweaters_9487e53a791a_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/reformation_sweaters_9487e53a791a.jpg,Pullover,185,336,RGB,d9c8f4c4080160eda4829c853179bf65006540feacf429eddeb0f4e27e2f2c31,True,ok,segmented,0.0620166666666666,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_afce5f125314_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_afce5f125314.jpg,T-shirt/top,178,280,RGB,f266bfb2a14df119f7ca9984ae0a43e656cdae4cf4f5ee7996c17e1a2ae6f85f,True,ok,segmented,0.0606683864915572,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/anthropologie_sweaters_deaa20b1fb08_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/anthropologie_sweaters_deaa20b1fb08.jpg,Pullover,349,394,RGB,1206dbab6c2b08c215631c9c4014bb6d82df661f14bec3a99027f3d18a8ce088,True,ok,segmented,0.3935746492299769,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_54b6ce2667f7_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_54b6ce2667f7.jpg,Trouser,1013,1635,RGB,0546e71c9f53ac0c315b60ae15b1950674db3d16ece5910715502d6ed8e156ea,True,ok,segmented,0.317496221250868,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_aae4a1a4ec59_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_aae4a1a4ec59.jpg,T-shirt/top,705,851,RGB,c8bc931377f363e2f387bcdce92d56db71880d803ce11cfef50fa1c78bf6d2b5,True,ok,segmented,0.2002253333333333,False,True,segmented_crop,train
data/retail_images/raw/ankle_boot/anthropologie_boot_shop_e6016d9aca57.jpg,data/retail_images/raw/ankle_boot/anthropologie_boot_shop_e6016d9aca57.jpg,Ankle boot,349,523,RGB,a288da8ef0eada33e15837221762c8d1c9070ce9c969ac21d747687a7408f427,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/pullover/reformation_sweaters_d913b3afffa7_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/pullover/reformation_sweaters_d913b3afffa7.jpg,Pullover,383,607,RGB,4fcd03d22f81e4080c2b12056c9ab40daf64a89136130ba73997f2e5e369b3b9,True,ok,segmented,0.2029104166666666,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/anthropologie_blouses_16f375d22249_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/anthropologie_blouses_16f375d22249.jpg,Shirt,216,403,RGB,007ad54b183d9b1bbdbdefe466629bb6e6ec0be4fa5b8dc51c1cc25df0eaef2c,True,ok,segmented,0.2611777983531204,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/free_people_blouses_9b971541b5b2_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/free_people_blouses_9b971541b5b2.jpg,Shirt,698,788,RGB,07aea7abec31d83852cceef6ba6fb5c0b155103f6f3552835a2bf0a7be874fe2,True,ok,segmented,0.4168903778619053,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/anthropologie_blouses_60df205d1a77_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/anthropologie_blouses_60df205d1a77.webp,Shirt,698,988,RGB,b2be441c5146efb3205ecb88f3370207470699bb8bb1af45f748da3cbcf8a3ae,True,ok,segmented,0.3195842258953469,False,True,segmented_crop,train
data/retail_images/raw/sneaker/princess_polly_sneakers_8fd192c02cb5.jpg,data/retail_images/raw/sneaker/princess_polly_sneakers_8fd192c02cb5.jpg,Sneaker,1344,1820,RGB,a9fa7d32ff93383d00fd82af2da65d0e11a70aa77b5b9f3db74644aef642a289,True,ok,not_used,0.0,False,True,raw_full_footwear,train
data/retail_images/raw/ankle_boot/princess_polly_boots_18b9f4688dcc.jpg,data/retail_images/raw/ankle_boot/princess_polly_boots_18b9f4688dcc.jpg,Ankle boot,1344,1820,RGB,e4d2f3fdb8e2ca639d134b07f604063ba17ec4e847b1fe736d9bc9501fa3e26e,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_4c209a7935f6_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_4c209a7935f6.jpg,Trouser,561,1155,RGB,88505d8bc2c838f680fb1689f907b82b2c063f25be3adb5033ca9064cdb661be,True,ok,segmented,0.1036316843008292,False,True,segmented_crop,train
data/retail_images/raw/sneaker/anthropologie_sneakers_32d5ce317aee.jpg,data/retail_images/raw/sneaker/anthropologie_sneakers_32d5ce317aee.jpg,Sneaker,349,523,RGB,609d673fcc9be66ad2804569af18b3e2c8851493350610b5a3aa1463a62860bc,True,ok,not_used,0.0,False,True,raw_full_footwear,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/urban_outfitters_shirts_blouses_0b5c71defc32_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/urban_outfitters_shirts_blouses_0b5c71defc32.jpg,Shirt,444,513,RGB,94ffa6c6d88e0008fa8e7dc2cea4806c393f58c3cb93800e1888914a94b66eed,True,ok,segmented,0.3305975308641975,False,True,segmented_crop,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_d03dfcf0aefd_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_d03dfcf0aefd.jpg,Trouser,484,1130,RGB,936cf85c3d706c5a6a6f45531713439ca8cb8cb2d13452753deb9a2ae5551abc,True,ok,segmented,0.1308362269700559,False,True,segmented_crop,train
