path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,is_duplicate,usable,split,simplified_class,source_path
data/retail_images/simplified6_raw_full/footwear/ankle_boot_anthropologie_boot_shop_b2be08838b0c.jpg,Ankle boot,349,523,RGB,01ca07f718f6ee34fcc2b11264cbb05ca10e36c9991457c4c2cc4c669152d492,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/anthropologie_boot_shop_b2be08838b0c.jpg
data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_115daddf3431.jpg,Ankle boot,1344,1820,RGB,9cbad15b4782cd82b098dd3abf0e5c247afd9ccc60d6007f9692afe250636d1f,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/princess_polly_boots_115daddf3431.jpg
data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_3df3d76848d6.jpg,Ankle boot,1344,1820,RGB,6cd62e4624b51a3d5e05de504b370f4e772bbfa9bece11c0c4e6f5cea88dbf1f,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/princess_polly_boots_3df3d76848d6.jpg
data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_97f6d83f22bb.jpg,Ankle boot,1344,1820,RGB,25c94fa0c310ba78be3bbd2cdf5557fbc6ab915cf8902f2bed69dd5b5e573a7c,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/princess_polly_boots_97f6d83f22bb.jpg
data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_b0c96e594a85.jpg,Ankle boot,1344,1820,RGB,cd13ddc2e897e154c1a3560de796a1f2e1c19965004204ff7ad0ff4c66e194eb,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/princess_polly_boots_b0c96e594a85.jpg
data/retail_images/simplified6_raw_full/footwear/ankle_boot_princess_polly_boots_ebaceaeaa384.jpg,Ankle boot,1344,1820,RGB,691151abd78fb9eaa6dc627d757d0e380f9f4b85e054eb1fd97efb28cd8a5a4d,True,ok,False,True,test,footwear,data/retail_images/raw/ankle_boot/princess_polly_boots_ebaceaeaa384.jpg
data/retail_images/simplified6_raw_full/footwear/sandal_anthropologie_sandals_35878f49cca5.jpg,Sandal,349,523,RGB,2e54906ffc7a2440f1b98f8d925f608c8cc87fb9698a92ecee59b03261ae58d7,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/anthropologie_sandals_35878f49cca5.jpg
data/retail_images/simplified6_raw_full/footwear/sandal_anthropologie_sandals_6e9b6bb0d5ad.jpg,Sandal,349,523,RGB,fe52ab0cdb4dbf4354064b34b8fbc87655b56a750af4983876d3e816eb580d99,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/anthropologie_sandals_6e9b6bb0d5ad.jpg
data/retail_images/simplified6_raw_full/footwear/sandal_princess_polly_sandals_5e3d38691d31.jpg,Sandal,1344,1820,RGB,a3049b974784721dd1e32ee464b648b83e13d6663e9e54c2926dd97000968b78,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/princess_polly_sandals_5e3d38691d31.jpg
data/retail_images/simplified6_raw_full/footwear/sandal_urban_outfitters_sandals_1130d71c2a10.webp,Sandal,349,523,RGB,474527c746b26b29ace8bb93659e415ecd1d4bc9edd8d7f5af05e11f9fa4d4f8,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/urban_outfitters_sandals_1130d71c2a10.webp
data/retail_images/simplified6_raw_full/footwear/sandal_urban_outfitters_sandals_14f9c3a6b703.webp,Sandal,349,523,RGB,a81b08420137318f8f1884b08ec9fdf8d4ee07b8961a71303bc768c675d1f7f4,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/urban_outfitters_sandals_14f9c3a6b703.webp
data/retail_images/simplified6_raw_full/footwear/sandal_urban_outfitters_sandals_9853dbdf1d9d.webp,Sandal,698,1046,RGB,3c3b7da97148e3d691ba97d4ba31eb5d5c44acf253283d9a8b212c95b4d7bd2d,True,ok,False,True,test,footwear,data/retail_images/raw/sandal/urban_outfitters_sandals_9853dbdf1d9d.webp
data/retail_images/simplified6_raw_full/footwear/sneaker_anthropologie_sneakers_2a16db614ea0.jpg,Sneaker,349,523,RGB,925f1ac83294211f580fe08587f3c7dc5265440d64c8bdec5a8140ec18119caf,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/anthropologie_sneakers_2a16db614ea0.jpg
data/retail_images/simplified6_raw_full/footwear/sneaker_anthropologie_sneakers_444d45001421.jpg,Sneaker,267,400,RGB,052ed1318d3e64789de5308c6c95f59de7fb2d92f647f7d010d527f5a2a572b0,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/anthropologie_sneakers_444d45001421.jpg
data/retail_images/simplified6_raw_full/footwear/sneaker_anthropologie_sneakers_c73d9773852e.jpg,Sneaker,349,523,RGB,98df30c383dbf044a879f73e6fd31b6cb70cc459b85d5c2e58578f33f1dd7074,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/anthropologie_sneakers_c73d9773852e.jpg
data/retail_images/simplified6_raw_full/footwear/sneaker_anthropologie_sneakers_fa8a142ac3fe.jpg,Sneaker,349,523,RGB,4daa6ca85287c8e2c351ff6395ccac273c74c6bd51971d07d3df7763e6565af6,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/anthropologie_sneakers_fa8a142ac3fe.jpg
data/retail_images/simplified6_raw_full/footwear/sneaker_urban_outfitters_sneakers_2d0207c5c6ad.jpg,Sneaker,450,675,RGB,795a855a1f6d1c2ee46629430945fd942972b03f375f8740ca250e97032dfd05,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/urban_outfitters_sneakers_2d0207c5c6ad.jpg
data/retail_images/simplified6_raw_full/footwear/sneaker_urban_outfitters_sneakers_5cb06834d7ac.jpg,Sneaker,450,675,RGB,1e4104c5b39e4dccbc8ea647ae419a3e327bc163b4ac6b41cc1335911a7be44c,True,ok,False,True,test,footwear,data/retail_images/raw/sneaker/urban_outfitters_sneakers_5cb06834d7ac.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_2aae12ce5928.jpg,Coat,600,800,RGB,ad0f6164f2578c8c68400b833c92c6bf8ef4a1fabc99b3c73e0d1a77858329ee,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_2aae12ce5928.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_47d035441c63.jpg,Coat,600,800,RGB,d6a7fed33faaceaca2ce892e13d8293efed1da6250fa4c27534805e90f3a951c,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_47d035441c63.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_4a661b8dcf6e.jpg,Coat,600,800,RGB,c5169ece724c30cd55dd73108de7d4a85afb2fe0e13dd72debeac0cc6c6d50a5,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_4a661b8dcf6e.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_72692616bd22.jpg,Coat,600,800,RGB,547a2d29faea49009f0ffb42a643b2a9c021035ebac632e028bcf76e8a0a77c6,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_72692616bd22.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_80e6db0da4a0.jpg,Coat,600,800,RGB,acbc70c62ab9be82afd255a4069bc6fdc4d1befea22d876c2cb5a5f1be2be36d,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_80e6db0da4a0.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_99b871e6e7c0.jpg,Coat,600,800,RGB,04bb109a99270daf90cc2aab8dfdd4ad76a196bbc538a95280144e7ee449e570,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_99b871e6e7c0.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_b16c9a6dd30b.jpg,Coat,600,800,RGB,2091be36ddbc12015641d1ffa7dd70b3effe8cec7ff96e95596df14f0ab45807,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_b16c9a6dd30b.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_jackets_and_coats_b4605e8b3005.jpg,Coat,600,800,RGB,d3a6c64be605630d5d1da60d7666ad8fe02d2658e3ca90375124bed15ddbb039,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_jackets_and_coats_b4605e8b3005.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_33a50d76cc52.jpg,Coat,600,800,RGB,b145cd05521629d268ff2bb0e4092ef203da9e086bb6fcc103f049d5b649ce10,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_33a50d76cc52.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_3d6166fbba84.jpg,Coat,600,800,RGB,e3d3e860240ea927f83cbc622993f5631201969af51e86413f7873568726dd1a,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_3d6166fbba84.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_556e0bdd2822.jpg,Coat,600,800,RGB,7b288d0474301317438b8885ce23672a319d39b46f1ea72bda47bec89524aa89,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_556e0bdd2822.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_5e05052f5795.jpg,Coat,600,800,RGB,3425094b0e34784f28bc3e53f7b7e48c4f188bf0f9249355774827a4c71a5f7a,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_5e05052f5795.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_64b6cd75f245.jpg,Coat,600,800,RGB,074743fa77a7bdbc523fa0f2eaf58d23d70dc43609a670057d3fbe3522684a79,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_64b6cd75f245.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_68460109bd47.jpg,Coat,600,800,RGB,4818420b334201d8605b0aeea5f055e8984dc3f28b47cb4eace0fa8726033268,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_68460109bd47.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_69553f841cca.jpg,Coat,600,800,RGB,d6ac2247a45bea44808cfc2130bf298425cf377bc6e6192c3a9188caa073d02b,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_69553f841cca.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_951611324ff8.jpg,Coat,600,800,RGB,28b8e02a2052fed115c4ec05052fcb9a59daabd6ac93b7565d2f040395eceeeb,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_951611324ff8.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_a2e6df7c65d4.jpg,Coat,600,800,RGB,90905bdf8b4622ed20c64cd4ef24991c0c7561d284be74851cda9656b06b7ff2,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_a2e6df7c65d4.jpg
data/retail_images/simplified6_raw_full/outerwear/coat_reformation_outerwear_b5f2d2a8a66e.jpg,Coat,600,800,RGB,ef6a2a15da41fa4595399b91486ab0d2a3a2c8f78b4e8d01d64c5f01d136f13b,True,ok,False,True,test,outerwear,data/retail_images/raw/coat/reformation_outerwear_b5f2d2a8a66e.jpg
data/retail_images/simplified6_raw_full/top/pullover_anthropologie_sweaters_585188a25b8a.jpg,Pullover,349,523,RGB,caf3bab21f9a7c0953853688d65133a4970deefb1146a763bc160ad7be62c6fd,True,ok,False,True,test,top,data/retail_images/raw/pullover/anthropologie_sweaters_585188a25b8a.jpg
data/retail_images/simplified6_raw_full/top/pullover_anthropologie_sweaters_aa5719ae0674.jpg,Pullover,349,523,RGB,bfb0828db779ec4c5416c0a76bbbad2af1b0119e03df70858725cbdf3ee5f616,True,ok,False,True,test,top,data/retail_images/raw/pullover/anthropologie_sweaters_aa5719ae0674.jpg
data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_0cde4374ddf8.jpg,Pullover,1344,1819,RGB,667fae288c122b64362a970dd01a798b4612bf8d80447d843488412fa7dce6a0,True,ok,False,True,test,top,data/retail_images/raw/pullover/princess_polly_sweaters_0cde4374ddf8.jpg
data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_42da6d7bc1d2.jpg,Pullover,1344,1820,RGB,7c3cee6613dffc312ceb01734b3ea2cac9a651b184312a2603c036694b472fe3,True,ok,False,True,test,top,data/retail_images/raw/pullover/princess_polly_sweaters_42da6d7bc1d2.jpg
data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_48c8bc4a87f6.jpg,Pullover,1344,1820,RGB,7b1e56fa0a51159a540e788b51a12a0529dd4d905df2a287cb74e5c5253239e7,True,ok,False,True,test,top,data/retail_images/raw/pullover/princess_polly_sweaters_48c8bc4a87f6.jpg
data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_d9a9acb572d4.jpg,Pullover,1344,1820,RGB,053d34ef3083a10278636ed9600e86a3b1abf3640fa8facf20840c99010f6e02,True,ok,False,True,test,top,data/retail_images/raw/pullover/princess_polly_sweaters_d9a9acb572d4.jpg
data/retail_images/simplified6_raw_full/top/pullover_princess_polly_sweaters_e08480ed9bd4.jpg,Pullover,1345,1820,RGB,9667e801497a99402754b9f135cbb74db009dcf93a73cbec2eff5b5d9d198c3c,True,ok,False,True,test,top,data/retail_images/raw/pullover/princess_polly_sweaters_e08480ed9bd4.jpg
data/retail_images/simplified6_raw_full/top/pullover_reformation_sweaters_2bace5924092.jpg,Pullover,600,800,RGB,4a2b2fab556f97d507652a6f0cea4db121715529ec430c3e5aeb0d0fa0f43658,True,ok,False,True,test,top,data/retail_images/raw/pullover/reformation_sweaters_2bace5924092.jpg
data/retail_images/simplified6_raw_full/top/pullover_reformation_sweaters_cc7ef8bbb370.jpg,Pullover,600,800,RGB,f6e3e12c514945bf5dc901803b47f632cf9fde4f3bdc0de00517d320e20c23d2,True,ok,False,True,test,top,data/retail_images/raw/pullover/reformation_sweaters_cc7ef8bbb370.jpg
data/retail_images/simplified6_raw_full/top/pullover_reformation_sweaters_facbb2bff10f.jpg,Pullover,600,800,RGB,a1684bdf4c6ce6ff720aa806939b615f00f39c0f6facdd90862d8d976350516b,True,ok,False,True,test,top,data/retail_images/raw/pullover/reformation_sweaters_facbb2bff10f.jpg
data/retail_images/simplified6_raw_full/top/shirt_urban_outfitters_shirts_blouses_294a66341a5a.jpg,Shirt,698,1046,RGB,e093fa8f1b9f15cd5431e858ddae8e24d0317cd1e0bb85ae0ddccf392f52dedc,True,ok,False,True,test,top,data/retail_images/raw/shirt/urban_outfitters_shirts_blouses_294a66341a5a.jpg
data/retail_images/simplified6_raw_full/top/shirt_urban_outfitters_shirts_blouses_340184311717.webp,Shirt,349,523,RGB,e0d14e961987e602c62bc4dd3a022916286f9ea1152cfca24270a8da62a85c55,True,ok,False,True,test,top,data/retail_images/raw/shirt/urban_outfitters_shirts_blouses_340184311717.webp
data/retail_images/simplified6_raw_full/top/shirt_urban_outfitters_shirts_blouses_48f5085dc1f4.jpg,Shirt,349,523,RGB,3b8803d9bd1e575d01e20d485607b7a393a067067714c21e0a777b520f25cb60,True,ok,False,True,test,top,data/retail_images/raw/shirt/urban_outfitters_shirts_blouses_48f5085dc1f4.jpg
data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_61b1a4dc86ca.jpg,T-shirt/top,360,540,RGB,feb274b4e2a1a979feeb980488e764dedcec1e8ae518afa7cf6a731da840821a,True,ok,False,True,test,top,data/retail_images/raw/t_shirt_top/brandy_melville_tops_61b1a4dc86ca.jpg
data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_81f0c8f12128.jpg,T-shirt/top,2686,4029,RGB,a6efc682081b58ff5cd3078e4e76005581a6ed3a5bd6d90ce394736b2d3180df,True,ok,False,True,test,top,data/retail_images/raw/t_shirt_top/brandy_melville_tops_81f0c8f12128.jpg
data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_c0cd8f632d12.jpg,T-shirt/top,1000,1500,RGB,75a332e7cb528afaa9a6867f6848713b82ee93b70220b16df2b12a2e1fe059b9,True,ok,False,True,test,top,data/retail_images/raw/t_shirt_top/brandy_melville_tops_c0cd8f632d12.jpg
data/retail_images/simplified6_raw_full/top/t_shirt_top_brandy_melville_tops_page_4_9dc56cbac77a.jpg,T-shirt/top,533,800,RGB,b514ed3aa511ae8d9ba04e72a0562cf12ae92a81ca5cd21671b102873dc42675,True,ok,False,True,test,top,data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_9dc56cbac77a.jpg
