source_path,segmented_path,overlay_path,fashion_mnist_class,target_labels,matched_labels,mask_area_ratio,left,top,right,bottom,status,message,model_id,output_mode
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_217b7aa77107.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_217b7aa77107_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_217b7aa77107_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:68x88,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_22dfcf8728d8.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_22dfcf8728d8_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_22dfcf8728d8_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2212705761316872,57.0,0.0,302.0,351.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_24bf3cea8019.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_24bf3cea8019_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_24bf3cea8019_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:75x133,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_26b2bc1908d9.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_26b2bc1908d9_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_26b2bc1908d9_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1921604938271605,112.0,108.0,349.0,416.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_27011dd95bb0.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_27011dd95bb0_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_27011dd95bb0_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1923334896810506,165.0,159.0,517.0,617.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_29cb6aeb56af.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_29cb6aeb56af_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_29cb6aeb56af_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.0931986666666666,223.0,660.0,769.0,1263.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2b228eec5482.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2b228eec5482_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_2b228eec5482_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.162876,262.0,145.0,800.0,1500.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2d0c63c2dcba.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2d0c63c2dcba_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_2d0c63c2dcba_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1115220450281425,128.0,228.0,393.0,579.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2e43213be38b.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2e43213be38b_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_2e43213be38b_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:68x110,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2f445afef59d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2f445afef59d_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_2f445afef59d_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2015032833020638,104.0,78.0,408.0,604.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_30813ac91552.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_30813ac91552_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_30813ac91552_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1301219512195122,134.0,149.0,396.0,510.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_34cb1fc06a1c.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_34cb1fc06a1c_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_34cb1fc06a1c_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2211186679174484,85.0,0.0,448.0,545.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_36335c06df7d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_36335c06df7d_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_36335c06df7d_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1161257035647279,123.0,270.0,413.0,619.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_3ff41db59c62.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_3ff41db59c62_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_3ff41db59c62_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.0468285562632696,37.0,246.0,1172.0,379.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_404dd44da929.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_404dd44da929_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_404dd44da929_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2295698924731183,23.0,24.0,151.0,189.0,fallback_copy,validation_too_small:128x165_fallback_copy,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_4319e2215464.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_4319e2215464_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_4319e2215464_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1808899176954732,73.0,46.0,287.0,378.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_43417f92a4a3.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_43417f92a4a3_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_43417f92a4a3_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2004221388367729,72.0,244.0,447.0,697.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_49a8549255e5.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_49a8549255e5_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_49a8549255e5_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1012551440329218,108.0,204.0,259.0,446.0,fallback_copy,validation_too_small:151x242_fallback_copy,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_4dc0ea6cc3dc.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_4dc0ea6cc3dc_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_4dc0ea6cc3dc_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.085077392120075,166.0,58.0,383.0,411.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_531965ae670c.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_531965ae670c_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_531965ae670c_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2039226666666666,119.0,119.0,907.0,870.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_55d5232a7760.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_55d5232a7760_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_55d5232a7760_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.0847119341563786,106.0,147.0,254.0,351.0,fallback_copy,validation_too_small:148x204_fallback_copy,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_579e5b1e0a3f.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_579e5b1e0a3f_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_579e5b1e0a3f_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:93x164,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_57f3a8037840.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_57f3a8037840_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_57f3a8037840_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:82x112,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_580c7bd0b280.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_580c7bd0b280_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_580c7bd0b280_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:89x106,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_593d38a57918.png,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_593d38a57918_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_593d38a57918_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.0468285562632696,37.0,246.0,1172.0,379.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_61227887ab6d.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_61227887ab6d_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_61227887ab6d_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2472633744855967,73.0,51.0,308.0,447.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_618152040a3e.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_618152040a3e_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_618152040a3e_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:83x125,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_61b1a4dc86ca.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_61b1a4dc86ca_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_61b1a4dc86ca_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.2004835390946502,48.0,165.0,303.0,467.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_6716b2eca1b7.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_6716b2eca1b7_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_6716b2eca1b7_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1923246666666666,309.0,300.0,971.0,1156.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_676a7ec2431e.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_676a7ec2431e_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_676a7ec2431e_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.085324074074074,112.0,40.0,258.0,277.0,fallback_copy,validation_too_small:146x237_fallback_copy,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_680cd367d03b.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_680cd367d03b_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_680cd367d03b_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.238374765478424,129.0,113.0,533.0,589.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_6df539a63488.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_6df539a63488_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_6df539a63488_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1502706666666666,152.0,143.0,800.0,828.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_716d392bf010.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_716d392bf010_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_716d392bf010_overlay.jpg,T-shirt/top,Upper-clothes,,,,,,,fallback_copy,segmented_too_small:88x127,mattmdjaga/segformer_b2_clothes,copy
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_71996ee72661.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_71996ee72661_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_71996ee72661_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.1582893333333333,155.0,518.0,783.0,1284.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_7ac5da8696cf.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_7ac5da8696cf_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_7ac5da8696cf_overlay.jpg,T-shirt/top,Upper-clothes,Upper-clothes,0.0846482176360225,141.0,307.0,405.0,609.0,segmented,ok,mattmdjaga/segformer_b2_clothes,crop_masked
